imdb_id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,budget_adj,revenue_adj,vote_avg
tt0938330,0.8431489999999989,20000000,52302796,Silent Hill: Revelation 3D,Adelaide Clemens|Kit Harington|Sean Bean|Carrie-Anne Moss:36874 points|Radha Mitchell:12621 points,Michael J. Bassett,another dimension|based on video game|mall|occult ritual|female lead,94,Thriller|Horror|Mystery,|Davis-Films|Konami Corporation Ltd.|,10/10/12,262,5.1,21864770,57179430,5.0
tt1764234,0.836457,15000000,37930465,Killing Them Softly,Brad Pitt:131191 points|Scoot McNairy|Ben Mendelsohn|James Gandolfini:9457 points|Ray Liotta:21970 points,Andrew Dominik:1892 points,poker|gambling|robbery|based on novel|hitman,97,Crime|Thriller,|Plan B Entertainment|1984 Private Defense Contractors|Annapurna Pictures|Inferno Entertainment|Chockstone Pictures|,9/20/12,480,5.7,16398577,41467045,6.2
tt1366365,0.828573,20000000,16863583,The Cold Light of Day,Henry Cavill|VerÃ³nica Echegui|Sigourney Weaver:33086 points|Bruce Willis:62845 points|Caroline Goodall,Mabrouk El Mechri,spying|government|kidnapping,93,Action|Thriller,|Summit Entertainment|Intrepid Pictures|Film Rites|Galavis Film|Picture Machine|,4/4/12,193,4.8,21864770,18435918,4.9
tt1753496,0.824694,0,0,Biohazard: Damnation,Matthew Mercer|Courtenay Taylor|Robin Sachs|Carolyn Lawrence|Dave Wittenberg,Makoto Kamiya,dystopia|blood|zombies|based on video game|adult animation,100,Animation,|Digital Frontier|Sony Pictures Entertainment|Capcom Company|,9/25/12,96,6.2,0,0,6.6
tt1764183,0.8219879999999989,12000000,35485056,Arbitrage,Richard Gere:7932 points|Susan Sarandon:12603 points|Tim Roth:44850 points|Brit Marling|Monica Raymund,Nicholas Jarecki:665 points,coverup|hedge fund,100,Drama|Thriller,|Lionsgate|Artina Films|Lucky Monkey Pictures|Green Room Films|Treehouse Pictures|,9/14/12,184,5.9,13118862,38793629,6.6
tt1491044,0.8191109999999989,20000000,1969193,The Iceman,Michael Shannon:26798 points|Winona Ryder:20746 points|Ray Liotta:21970 points|Chris Evans:4690 points|David Schwimmer,Ariel Vromen,hitman|ice cream truck|contract killer,105,Thriller|Crime|Drama,|Bleiberg Entertainment|Millennium Films|,9/1/12,218,6.4,21864770,2152798,6.9
tt1790886,0.8029850000000001,0,104907746,The Campaign,Dylan McDermott|Will Ferrell|Zach Galifianakis:35406 points|Jason Sudeikis|Sarah Baker,Jay Roach:8626 points,politics|politician|election campaign|Â north carolinam|congressman,85,Comedy,|Everyman Pictures|Gary Sanchez Productions|Warner Bros.|Location Gourmet|,8/9/12,351,5.5,0,114689187,6.1
tt1937264,0.800033,0,0,Now Is Good,Dakota Fanning:10143 points|Jeremy Irvine|Kaya Scodelario|Olivia Williams:22523 points|Paddy Considine,Ol Parker,cancer|teenager|teenage drama|bucket list|based on young adult book,103,Drama|Romance,|Goldcrest Pictures|,5/25/12,246,7.4,0,0,7.2
tt1234719,0.7995899999999989,65000000,44806783,Red Dawn,Chris Hemsworth:8028 points|Josh Hutcherson:19737 points|Isabel Lucas|Adrianne Palicki|Jeffrey Dean Morgan,Dan Bradley,brother brother relationship|invasion|remake|guerilla warfare|north korean,93,War|Action|Thriller|Science Fiction,|Contrafilm|FilmDistrict|,11/21/12,404,5.3,71060502,48984500,5.4
tt1748179,0.79128,14000000,13551174,Red Lights,Sigourney Weaver:33086 points|Robert De Niro:130207 points|Cillian Murphy:73040 points|Elizabeth Olsen:3524 points|Toby Jones,Rodrigo CortÃ©s,psychic|color in title|fake psychic,119,Thriller,|First Generation Films|Antena 3 Films|TelevisiÃ³ de Catalunya TV3|Canal+ EspaÃ±a|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)|,3/2/12,206,6.1,15305339,14814665,6.2
tt0383010,0.784114,30000000,54819301,The Three Stooges,Sean Hayes|Will Sasso|Chris Diamantopoulos|SofÃ­a Vergara|Jane Lynch,Bobby Farrelly|Peter Farrelly,duringcreditsstinger,92,Comedy,|Wessler Entertainment|,4/13/12,82,4.9,32797155,59930570,5.1
tt1535438,0.7778689999999989,30000000,114281051,Hope Springs,Meryl Streep:36216 points|Steve Carell:21671 points|Tommy Lee Jones:28095 points|Jean Smart|Marin Ireland,David Frankel:3497 points,renewing wedding vows|marriage counselling,100,Drama|Comedy|Romance,|Columbia Pictures|Mandate Pictures|Escape Artists|Management 360|Metro-Goldwyn-Mayer (MGM)|,8/7/12,192,5.6,32797155,124936445,6.3
tt1598873,0.772595,0,0,Cleanskin,Sean Bean|Abhin Galeya|Charlotte Rampling:5704 points|Peter Polycarpou|Tuppence Middleton,Hadi Hajaig,,108,Drama|Thriller|Crime,|UK Film Studio|,3/8/12,68,5.1,0,0,6.3
tt1595656,0.7696189999999989,0,587615,To the Wonder,Ben Affleck:47089 points|Olga Kurylenko:5419 points|Javier Bardem:30626 points|Rachel McAdams:27148 points|Tatiana Chiline,Terrence Malick:7751 points,,112,Drama|Romance,|Metropolitan Filmexport|,9/2/12,90,5.6,0,642403,5.9
tt1258972,0.767413,15000000,15608545,The Man with the Iron Fists,Russell Crowe:51760 points|Lucy Liu:22156 points|Jamie Chung|RZA|Zhu Zhu,RZA,blacksmith|brothel|femme fatale|stabbed to death|crushed to death,96,Action,|Arcade Pictures|Iron Fists|,11/2/12,244,5.1,16398577,17063862,5.4
tt1456635,0.758614,0,6483963,Goon,Seann William Scott|Jay Baruchel|Alison Pill:13802 points|Liev Schreiber:14624 points|Eugene Levy,Michael Dowse,sport|misfit|bouncer|team|minor leagues,92,Comedy,|Don Carmody Productions|Caramel Films|,1/6/12,184,6.3,0,7088518,6.8
tt2308733,0.755999999999999,0,0,Home Alone: The Holiday Heist,Jodelle Ferland|Christian Martyn|Ellie Harvie|Peter DaCunha|Doug Murray,Peter Hewitt,,87,Comedy|Crime|Family,|Original Pictures|Fox Television Studios|Manitoba Film and Video Production Tax Credit|,11/25/12,29,5.2,0,0,3.6
tt1531901,0.743538,0,89237,Byzantium,Saoirse Ronan:19400 points|Gemma Arterton:3128 points|Sam Riley:3876 points|Caleb Landry Jones|Daniel Mays,Neil Jordan:1243 points,vampire|mother daughter relationship,118,Drama|Fantasy|Thriller,|Irish Film Board|Lipsync Productions|Number 9 Films|Demarest Films|Parallel Film Productions|,9/9/12,171,5.7,0,97557,6.5
tt0763831,0.736973,40000000,22044277,A Thousand Words,Eddie Murphy:5380 points|Allison Janney:17120 points|Cliff Curtis|Clark Duke|Kerry Washington:24210 points,Brian Robbins,liar|literary agent,91,Drama|Comedy,|Paramount Pictures|DreamWorks SKG|Saturn Films|Varsity Pictures|,3/7/12,230,5.8,43729540,24099652,5.9
tt2287663,0.728625,0,0,Blue Lagoon: The Awakening,Indiana Evans|Brenton Thwaites|Denise Richards:2257 points|Frank John Hughes|Alix Elizabeth Gitter,Jake Newsome,stranded|marooned|teenager|deserted island|tropical island,85,Drama|Adventure|Romance,|Storyline Entertainment|PeaceOut Productions|Sony Pictures Television|Silver Screen Pictures|,6/16/12,126,6.1,0,0,5.6
tt1829012,0.728259,30000000,0,Passion,Rachel McAdams:27148 points|Noomi Rapace:6968 points|Karoline Herfurth:6534 points|Paul Anderson|Rainer Bock,Brian De Palma:17432 points,dream|blackmail|talent|nudity|seduction,100,Thriller|Drama|Crime|Mystery,|France 2 CinÃ©ma|Integral Film|Canal+|SBS Productions|,9/7/12,86,4.9,32797155,0,5.3
tt1836944,0.7232569999999989,4000000,0,The Baytown Outlaws,Clayne Crawford|Paul Wesley|Billy Bob Thornton:11430 points|Eva Longoria|Travis Fimmel,Barry Battles,painted face|face paint|pantyless,98,Action|Comedy|Crime,|State Street Pictures|Lleju Productions|,8/27/12,56,5.5,4372954,0,6.4
tt2083383,0.7202,0,0,Trouble with the Curve,Clint Eastwood:53096 points|Amy Adams:47662 points|Justin Timberlake:6807 points|John Goodman:38632 points|Matthew Lillard,Robert Lorenz:741 points,women|baseball|pitcher|home run|aging,111,Drama|Romance,|Malpaso Productions|Warner Bros.|,9/21/12,238,6.7,0,0,6.8
tt1859650,0.714232,17000000,73244881,To Rome with Love,Ellen Page:24537 points|Woody Allen:9930 points|Jesse Eisenberg:15573 points|PenÃ©lope Cruz|Alec Baldwin:34962 points,Woody Allen:25099 points,rome|expatriate|episodic,111,Romance|Comedy,|Gravier Productions|Medusa Film|Mediapro|Perdido Productions|,4/20/12,298,5.5,18585054,80074124,6.3
tt1991245,0.70817,0,18112929,Chernobyl Diaries,Jesse McCartney|Jonathan Sadowski|Olivia Taylor Dudley|Ingrid BolsÃ¸ Berdal|Alex Feldman,Bradley Parker,radiation|ukraine|nuclear radiation|tourist|nuclear power plant,88,Horror|Thriller,|Alcon Entertainment|FilmNation Entertainment|Oren Peli / Brian Witten Pictures|,5/24/12,289,4.8,0,19801751,5.0
tt1945062,0.704291,2500000,3003,About Cherry,Ashley Hinshaw|James Franco:16284 points|Heather Graham:13564 points|Dev Patel:15616 points|Lili Taylor:6236 points,Stephen Elliott,pornography,102,Drama,|Gordon Bijelonic / Datari Turner Films|Enderby Entertainment|,2/14/12,58,4.4,2733096,3283,4.8
tt1932718,0.701851,0,1065881,Thanks for Sharing,Mark Ruffalo:60052 points|Gwyneth Paltrow:37814 points|Tim Robbins:47568 points|Josh Gad|Pink,Stuart Blumberg,sex therapy|sex addiction|romantic comedy|therapy,112,Comedy|Drama,|Olympus Pictures|Class 5 Films|,9/7/12,112,5.6,0,1165262,6.4
tt1582507,0.69948,6900000,0,House at the End of the Street,Jennifer Lawrence:49162 points|Max Thieriot:2778 points|Elisabeth Shue:3833 points|Gil Bellows|Nolan Gerard Funk,Mark Tonderai:809 points,mother daughter relationship|cross dressing|tied feet|son murders mother|son killing father,101,Horror|Thriller,|A Bigger Boat|Relativity Media|FilmNation Entertainment|,9/21/12,350,5.6,7543346,0,5.6
tt1712170,0.6868770000000001,45000000,30353232,Alex Cross,Tyler Perry|Rachel Nichols|Jean Reno:24361 points|Matthew Fox|Giancarlo Esposito,Rob Cohen,ex military,101,Action|Thriller|Crime|Mystery,|Summit Entertainment|,10/18/12,230,5.2,49195732,33183322,5.1
tt1598828,0.672243,40000000,36893721,One for the Money,Katherine Heigl|John Leguizamo|Debbie Reynolds:3341 points|Sherri Shepherd|Patrick Fischler,Julie Anne Robinson,bounty hunter|based on novel|framed|money in title|bail jumper,91,Action|Comedy|Thriller|Crime|Romance,|Lakeshore Entertainment|Sidney Kimmel Entertainment|,1/26/12,271,5.2,43729540,40333636,5.3
tt1441951,0.668285,11000000,59520298,Quartet,Maggie Smith:22778 points|Tom Courtenay:860 points|Billy Connolly|Pauline Collins|Michael Gambon,Dustin Hoffman,musician|concert|retired,98,Drama|Comedy|Romance,|Headline Pictures|,9/8/12,97,6.2,12025623,65069881,6.8
tt1132449,0.665792,26350000,1576687,Lay the Favorite,Rebecca Hall:31969 points|Bruce Willis:62845 points|Catherine Zeta-Jones:18245 points|Joshua Jackson|Vince Vaughn,Stephen Frears:3838 points,female nudity|gambling|money|las vegas nevada|topless sunbathing,94,Drama|Comedy,|Likely Story|Random Films|Focus Features|,6/22/12,46,4.9,28806834,1723695,4.8
tt1462769,0.663515,0,51854875,The Odd Life of Timothy Green,Jennifer Garner:28241 points|Joel Edgerton:16727 points|Ron Livingston|Rosemarie DeWitt:6348 points|CJ Adams,Peter Hedges,green|dodgeball|incredibile|timothy,105,Fantasy|Drama|Comedy|Family,|Walt Disney Pictures|,8/15/12,267,6.5,0,56689746,6.6
tt1839492,0.6573760000000001,0,9128263,Ruby Sparks,Paul Dano:31076 points|Zoe Kazan:2362 points|Chris Messina|Annette Bening:23395 points|Antonio Banderas:6345 points,Jonathan Dayton|Valerie Faris,dream|imaginary friend|therapy|novelist|woman director,104,Comedy|Romance|Fantasy|Drama,|Fox Searchlight Pictures|,7/25/12,357,6.9,0,9979369,7.2
tt1930294,0.651197999999999,0,0,Black Rock,Kate Bosworth:3720 points|Lake Bell:3780 points|Jay Paulson|Katie Aselton|Will Bouvier,Katie Aselton,friends|remote island|woman director,83,Thriller|Horror,|Submarine Entertainment Distributors|LD Entertainment|,1/21/12,43,4.8,0,0,4.8
tt1623288,0.646413,60000000,107139399,ParaNorman,Kodi Smit-McPhee|Tucker Albrizzi|Jodelle Ferland|Anna Kendrick:10383 points|Casey Affleck:54069 points,Sam Fell|Chris Butler,medium|stop motion animation|curse|jock|ghost,90,Family|Animation|Adventure|Comedy,|Focus Features|Laika Entertainment|,8/3/12,549,6.6,65594310,117128916,7.0
tt2091473,0.644806,15000000,8138788,Promised Land,Matt Damon:113210 points|John Krasinski|Frances McDormand:32753 points|Rosemarie DeWitt:6348 points|Lucas Black,Gus Van Sant:16782 points,,106,Drama,|Participant Media|Imagenation Abu Dhabi FZ|Focus Features|Media Farm|Sunday Night|,9/23/12,160,5.7,16398577,8897636,6.6
tt2023453,0.63948,22000000,77112176,Diary of a Wimpy Kid: Dog Days,Devon Bostick|Steve Zahn|Peyton List|Rachael Harris|Zachary Gordon,David Bowers,best friend|sweet sixteen|duringcreditsstinger,94,Comedy|Family,|Fox 2000 Pictures|,8/2/12,134,5.9,24051247,84302000,6.3
tt0423455,0.634526,19500000,0,Hemingway & Gellhorn,Nicole Kidman:29068 points|Clive Owen:21170 points|Rodrigo Santoro|Robert Duvall:65031 points|Connie Nielsen:19220 points,Philip Kaufman:743 points,sex|journalist|europe|infidelity|nudity,155,Drama|Romance,|Home Box Office (HBO)|Attaboy Films|For Whom Productions|,8/27/12,26,6.2,21318151,0,6.3
tt1836808,0.629937,0,258656,Great Expectations,Ralph Fiennes:71619 points|Helena Bonham Carter:47201 points|Jason Flemyng|Robbie Coltrane|Holliday Grainger,Mike Newell:10786 points,based on novel|charles dickens,128,Drama|Romance,|nan|,11/30/12,59,6.0,0,282773,6.4
tt1781896,0.629483,5000000,0,The Scorpion King 3 : Battle for Redemption,Victor Webster|Bostin Christopher|Temuera Morrison|Krystal Vee|Selina Lo,Roel ReinÃ©,,106,Action|Fantasy|Adventure,"|Alphaville Films|Misher Films|Universal 1440 Entertainment|Sommers Company, The|A Grand Elephant|",1/17/12,53,4.1,5466192,0,3.7
tt1566501,0.628612,12000000,9622846,For Greater Glory - The True Story of Cristiada,Eva Longoria|Andy GarcÃ­a|Oscar Isaac:15231 points|Peter O'Toole:4725 points|RubÃ©n Blades,Dean Wright,duringcreditsstinger,145,Drama,|Dos Corazones|,6/1/12,20,6.8,13118862,10520066,6.6
tt0485985,0.627024,58000000,50365377,Red Tails,Bryan Cranston:19718 points|David Oyelowo:29673 points|Cuba Gooding Jr.:14167 points|Daniela Ruah|Terrence Howard:22740 points,Anthony Hemingway,world war ii|fighter pilot|fighter plane,125,Drama|Action|Adventure|History|War,|Twentieth Century Fox Film Corporation|Lucasfilm Ltd.|Partnership Pictures|,1/19/12,125,6.1,63407833,55061369,5.9
tt1975249,0.6249,10000000,0,6 Bullets,Jean-Claude Van Damme|Kristopher Van Varenberg|Bianca Bree|Joe Flanigan|Anna-Louise Plowman,Ernie Barbarash,,115,Thriller|Action|Crime,|Motion Picture Corporation of America (MPCA)|Rodin Entertainment|,9/11/12,42,5.0,10932385,0,6.1
tt1999995,0.622156,0,0,Would You Rather,Brittany Snow|Jeffrey Combs|Jonny Coyne|Sasha Grey|Lawrence Gilliard Jr.,David Guy Levy,suicide|sadistic|drowning|countdown|brother,93,Thriller|Horror,"|Periscope Entertainment|Social Construct|Dreamher Productions|Lambrick Foundation, The|",10/14/12,164,5.7,0,0,5.7
tt1663143,0.615971,14000000,11417362,Fun Size,Victoria Justice|Jackson Nicoll|Chelsea Handler|Josh Pence|Jane Levy,Josh Schwartz,halloween|friends|trick or treating|boyfriend girlfriend relationship,87,Comedy,|Paramount Pictures|Nickelodeon Movies|Anonymous Content|Fake Empire|,10/25/12,83,5.4,15305339,12481900,5.4
tt1540128,0.6153350000000001,35000000,0,Playing for Keeps,Gerard Butler:6962 points|Jessica Biel:6271 points|Uma Thurman:49996 points|Catherine Zeta-Jones:18245 points|Iqbal Theba,Gabriele Muccino:5785 points,field|athlete|soccer|parent|penalty kick,106,Comedy|Romance,|Evil Twins|Eclectic pictures|Millennium Films|,11/29/12,163,5.4,38263347,0,5.7
tt1731697,0.612153,1500000,1165882,The Lords of Salem,Sheri Moon Zombie|Bruce Davison|Jeff Daniel Phillips|Judy Geeson|Meg Foster,Rob Zombie,witch|coven|salem massachusetts|satanic,101,Horror|Thriller,|Alliance Films|Blumhouse Productions|Automatik Entertainment|,9/10/12,120,4.7,1639858,1274587,5.1
tt1907779,0.608099,0,0,The Dinosaur Project,Natasha Loring|Matt Kane|Richard Dillane|Peter Brooke|Stephen Jennings,Sid Bennett,jungle|dinosaur|found footage,83,TV Movie|Adventure,|Moonlighting Films|,8/9/12,40,4.5,0,0,4.7
tt1547234,0.6078560000000001,35000000,31083599,Premium Rush,Joseph Gordon-Levitt:49342 points|Michael Shannon:26798 points|Dania Ramirez|Jamie Chung|WolÃ© Parks,David Koepp,new york|dirty cop|bicycle courier|duringcreditsstinger|race against the clock,91,Crime|Action|Thriller,|Pariah Entertainment Group|,8/24/12,592,6.1,38263347,33981787,6.5
tt1920849,0.604625,3000000,11947954,Bachelorette,Kirsten Dunst:20739 points|Isla Fisher:17349 points|Lizzy Caplan|James Marsden|Kyle Bornheimer,Leslye Headland,female friendship|wedding|woman director|bachelorette party,87,Comedy|Romance,|Gary Sanchez Productions|BCDF Pictures|,8/6/12,288,5.3,3279715,13061963,5.3
tt2484120,0.602578,0,0,Room on the Broom,Gillian Anderson:2511 points|Timothy Spall:23204 points|Sally Hawkins:10831 points|Rob Brydon|Martin Clunes,Max Lang|Jan Lachauer,witch|cat|broom|magic broomstick|dragon,25,Family|Animation,|Magic Light Pictures|,12/25/12,21,6.3,0,0,7.5
tt1694020,0.595210999999999,40000000,41863726,The Guilt Trip,Seth Rogen:16544 points|Barbra Streisand:4293 points|Yvonne Strahovski|Colin Hanks|Adam Scott,Anne Fletcher:3275 points,inventor|road trip|woman director,95,Comedy,|Paramount Pictures|Skydance Productions|,12/19/12,210,5.3,43729540,45767037,5.8
tt2386231,0.592542,0,0,Ghost Recon: Alpha,Radek Bruna|Mark Ivanir|Keith Gilmore|Pavel Ledinsky|Charlotte Rampling:5704 points,FranÃ§ois Alaux|HervÃ© de CrÃ©cy,,24,Action|Science Fiction|Thriller|War,|Ubisoft|,5/3/12,36,7.4,0,0,7.6
tt1866249,0.591005,1000000,9138338,The Sessions,John Hawkes:20415 points|Helen Hunt:14056 points|William H. Macy:25794 points|Moon Bloodgood|Annika Marks,Ben Lewin:631 points,cat|virgin|wheelchair|graduation|sexual arousal,98,Drama|Romance|Comedy,|Rhino Films|Such Much Films|,5/2/12,102,6.3,1093238,9990383,7.2
tt1937449,0.5888220000000001,0,0,At Any Price,Dennis Quaid:8086 points|Zac Efron|Kim Dickens:13869 points|Clancy Brown|Maika Monroe,Ramin Bahrani,,105,Drama,|Killer Films|Treehouse Pictures|,8/30/12,34,5.5,0,0,5.6
tt1307068,0.58808,10000000,9636289,Seeking a Friend for the End of the World,Steve Carell:21671 points|Keira Knightley:50167 points|Connie Britton|Adam Brody|Rob Corddry,Lorene Scafaria,asteroid|road trip|end of the world|woman director,101,Drama|Comedy|Romance|Science Fiction,|Mandate Pictures|Indian Paintbrush|Anonymous Content|Focus Features|,6/22/12,425,6.2,10932385,10534762,6.7
tt2112281,0.5873520000000001,0,0,Tangled Ever After,Mandy Moore|Zachary Levi|Alan Dale|Paul F. Tompkins|Kari Wahlgren,Nathan Greno|Byron Howard,horse|rapunzel|wedding ring|comedy|wedding,6,Animation|Comedy|Action|Family,|Walt Disney Animation Studios|,1/13/12,257,7.2,0,0,7.7
tt1870529,0.582429,0,5310554,Won't Back Down,Viola Davis:26192 points|Maggie Gyllenhaal:36759 points|Ving Rhames|Lance Reddick|Rosie Perez,Daniel Barnz,based on true story,121,Drama,|20th Century Fox|Gran Via Productions|Walden Media|,9/28/12,21,5.2,0,5805702,6.5
tt1597522,0.582396,61000000,0,AstÃ©rix & ObÃ©lix - Au service de Sa MajestÃ©,GÃ©rard Depardieu:10223 points|Edouard Baer|Fabrice Luchini|Catherine Deneuve:2672 points|Guillaume Gallienne,Laurent Tirard,,110,Family|Adventure|Comedy,|France 2 CinÃ©ma|France 3 CinÃ©ma|Lucky Red|Wild Bunch|Octagon Films|,10/17/12,186,4.9,66687548,0,5.3
tt1840417,0.5807760000000001,6000000,13231461,The Words,Bradley Cooper:51496 points|Zoe Saldana:15528 points|Jeremy Irons:5744 points|Dennis Quaid:8086 points|Olivia Wilde:6000 points,Brian Klugman|Lee Sternthal,plagiarized book|stolen novel|plagiarized novel|aspiring writer,96,Drama|Thriller,|Serenade Films|CBS Films|Also Known As Pictures|,9/7/12,234,6.3,6559431,14465143,7.1
tt1645155,0.572327,12000000,0,Erased,Olga Kurylenko:5419 points|Aaron Eckhart:36156 points|Liana Liberato|Kate Linder|Neil Napier,Philipp StÃ¶lzl,assassin|secret|daughter|coverup|cia agent,100,Action|Thriller,|uFilm|Informant Media|Entertainment Motion Pictures|Umedia|uFund|,9/27/12,172,5.5,13118862,0,6.1
tt1718903,0.569388,0,0,StreetDance 2,Tom Conti|Falk Hentschel|George Sampson|Sofia Boutella,Max Giwa|Dania Pasquini,musical|woman director,85,Drama|Romance,|Vertigo Entertainment|,3/30/12,62,5.3,0,0,5.7
tt1613750,0.568529,16600000,0,Kon-Tiki,PÃ¥l Sverre Valheim Hagen|Anders Baasmo Christiansen:563 points|Gustaf SkarsgÃ¥rd:1868 points|Odd-Magnus Williamson|Tobias Santelmann,Joachim RÃ¸nning|Espen Sandberg,ocean|pacific|raft|sea voyage,118,Adventure|History,|Film i VÃ¤st|Recorded Picture Company (RPC)|Roenbergfilm|Nordisk Film Production|DCM Productions|,8/24/12,189,6.9,18147759,0,7.2
tt2109184,0.557661,5000000,142817992,Paranormal Activity 4,Katie Featherston|Kathryn Newton|Matt Shively|Brady Allen|Sprague Grayden,Henry Joost|Ariel Schulman,garage|poltergeist|webcam|imaginary friend|broken neck,95,Horror,|Paramount Pictures|Blumhouse Productions|Room 101|Solana Films|,10/17/12,352,5.3,5466192,156134127,4.6
tt1396226,0.557044,13000000,18295,Venuto al mondo,PenÃ©lope Cruz|Emile Hirsch:14787 points|Adnan Haskovic|Pietro Castellitto|Saadet Isil Aksoy,Sergio Castellitto,,127,Drama|Romance|War,|Medusa Film|,9/13/12,80,6.8,14212100,20001,7.4
tt0337692,0.552288,25000000,8784318,On the Road,Kristen Stewart:16821 points|Garrett Hedlund|Sam Riley:3876 points|Kirsten Dunst:20739 points|Tom Sturridge,Walter Salles:1413 points,male nudity|female nudity|based on novel|cemetery|funeral,137,Adventure|Drama,|American Zoetrope|France 2 CinÃ©ma|VideoFilmes|Vanguard Films|Canal+|,5/22/12,205,5.6,27330962,9603355,6.1
tt1680045,0.548029,0,1663931,360,Rachel Weisz:15251 points|Jude Law:55794 points|Ben Foster:4764 points|Anthony Hopkins:26642 points|Moritz Bleibtreu:8147 points,Fernando Meirelles:13592 points,,110,Drama|Romance,|BBC Films|,7/25/12,44,5.7,0,1819073,6.2
tt1659343,0.5464829999999989,11500000,1402307,Universal Soldier: Day of Reckoning,Jean-Claude Van Damme|Scott Adkins|Dolph Lundgren|Andrei Arlovski|Mariah Bonner,John Hyams,gore|graphic violence|extreme blood|slow motion action scene|ultra slow motion,114,Thriller|Action|Science Fiction|Horror|Mystery,|Signature Pictures|Foresight Unlimited|Baumgarten Management and Productions (BMP)|,10/4/12,79,5.1,12572243,1533056,5.0
tt1558575,0.546014,5000000,0,Fortress,Bug Hall|Donnie Jeffcoat|Sean McGowan|Chris Owen|Edward Finlay,Mike Phillips,world war ii|bomber|pilot|flight,89,Action|War,|Bayou Pictures|Diamondback 99|,4/1/12,10,5.5,5466192,0,5.1
tt1852770,0.5438689999999989,5600000,8139,Dracula 3D,Thomas Kretschmann:17241 points|Asia Argento|Rutger Hauer:16152 points|Marta Gastini|Unax Ugalde,Dario Argento,dracula|gothic horror|evil|bite mark|3d,109,Horror|Romance|Thriller,|Enrique Cerezo Producciones CinematogrÃ¡ficas S.A.|Film Export Group|,1/29/12,22,3.3,6122136,8898,3.6
tt2099556,0.541575,2400000,0,Antiviral,Caleb Landry Jones|Sarah Gadon|Malcolm McDowell:10554 points|Joe Pingue|Sheila McCarthy,Brandon Cronenberg,injection|celebrity|satire|near future|metamorphosis,110,Science Fiction|Horror,|Alliance Films|Telefilm Canada|TF1 International|,9/19/12,75,5.7,2623772,0,5.7
tt1713476,0.530375,0,30668,The Bay,Kristen Connolly|Will Rogers|Michael Beasley|Christopher Denham|Kenny Alfonso,Barry Levinson:12395 points,parasite|found footage,84,Horror|Science Fiction|Thriller,|Automatik Entertainment|Hydraulx|Baltimore Pictures|,9/13/12,118,5.4,0,33527,5.6
tt1704573,0.5293800000000001,0,0,Bernie,Jack Black:9917 points|Shirley MacLaine:8004 points|Matthew McConaughey:43286 points|Brady Coleman|Tommy G. Kendrick,Richard Linklater:18652 points,prison visit|funeral director|funeral home|amateur theater|embezzlement,100,Comedy|Crime|Drama,|Castle Rock Entertainment|Horsethief Pictures|Mandalay Vision|Wind Dancer Productions|Detour Filmproduction|,4/27/12,186,6.3,0,0,6.8
tt2119474,0.526637,0,0,Maximum Conviction,Steven Seagal|Steve Austin|Michael ParÃ©|Steph Song|Aliyah O'Brien,Keoni Waxman,,97,Action|Adventure|Thriller,|Steamroller Productions|Voltage Pictures|,10/25/12,25,4.6,0,0,4.9
tt1766094,0.524246,0,0,So Undercover,Miley Cyrus|Joshua Bowman|Eloise Mumford|Jeremy Piven|Autumn Reeser,Tom Vaughan,undercover|fbi|college|private investigator|sorority girl,94,Action,|Crystal City Entertainment|Exclusive Media Group|Kappa Undercover Pictures|Scarlet Fire Entertainment|Hope Town Entertainment|,1/1/12,169,5.7,0,0,5.0
tt2008633,0.52181,0,0,Radio Rebel,Debby Ryan|Sarena Parmar|Adam DiMarco|Atticus Mitchell|Siobhan Williams,Peter Howitt,shyness|jealousy|secret identity|radio|step daughter,90,Comedy|Drama|Family|TV Movie,|Two 4 The Money Media|,2/17/12,103,5.8,0,0,6.1
tt2305700,0.52052,0,0,London 2012 Olympic Opening Ceremony: Isles of Wonder,Queen Elizabeth II|Mike Oldfield|Kenneth Branagh:14678 points|J. K. Rowling|Paul McCartney,Danny Boyle:29081 points,,220,,|BBC|,7/27/12,12,8.3,0,0,8.3
tt2094064,0.518731,0,0,Much Ado About Nothing,Amy Acker|Alexis Denisof|Nathan Fillion|Clark Gregg|Reed Diamond,Joss Whedon:4151 points,shakespeare adaptation|black and white|title based on shakespeare,107,Comedy,|nan|,9/8/12,80,7.1,0,0,7.2
tt1801061,0.518686,0,0,Io e te,Jacopo Olmo Antinori|Tea Falco|Sonia Bergamasco|Tommaso Ragno|Veronica Lazar,Bernardo Bertolucci:2545 points,,103,Drama,|Medusa Film|Fiction Films|Wildside|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|,9/18/12,23,5.6,0,0,6.6
tt1996264,0.518403,850000,1243961,"For a Good Time, Call...",Ari Graynor|Lauren Miller|Mark Webber|Justin Long|Mimi Rogers,Jamie Travis,best friend,85,Comedy,|AdScott Pictures|,8/31/12,69,5.8,929253,1359946,6.0
tt1650048,0.516461,9500000,0,Laurence Anyways,Melvil Poupaud|Suzanne ClÃ©ment|Nathalie Baye:12040 points|Monia Chokri|Yves Jacques,Xavier Dolan:714 points,homosexuality|transgender|family|lgbt|drag,168,Drama|Romance,|MK2 Productions|,5/18/12,84,7.5,10385766,0,7.7
